gene_id,gene_name,range,AveExpr,logFC,P.Value,FDR,status,region,feature,macs2_peak,distance_to_gene
ENSG00000237297,AL713922.1,chr10:134001-134500,4.429472441450185,-1.234459408362174,0.0023625183932581505,0.004930928715718117,Down,Upstream Promoter (<5kb),Super Enhancer,TRUE,41176
ENSG00000015171,ZMYND11,chr10:134001-134500,4.429472441450185,-1.234459408362174,0.0023625183932581505,0.004930928715718117,Down,Upstream Promoter (<5kb),Super Enhancer,TRUE,45904
ENSG00000260370,AC215217.1,chr10:134001-134500,4.429472441450185,-1.234459408362174,0.0023625183932581505,0.004930928715718117,Down,Upstream Promoter (<5kb),Super Enhancer,TRUE,71517
ENSG00000261456,TUBB8,chr10:134001-134500,4.429472441450185,-1.234459408362174,0.0023625183932581505,0.004930928715718117,Down,Upstream Promoter (<5kb),Super Enhancer,TRUE,13897
ENSG00000232420,IL9RP2,chr10:134001-134500,4.429472441450185,-1.234459408362174,0.0023625183932581505,0.004930928715718117,Down,Upstream Promoter (<5kb),Super Enhancer,TRUE,1795
ENSG00000276662,AL713922.2,chr10:134001-134500,4.429472441450185,-1.234459408362174,0.0023625183932581505,0.004930928715718117,Down,Upstream Promoter (<5kb),Super Enhancer,TRUE,59259
ENSG00000212331,RNA5SP297,chr10:134001-134500,4.429472441450185,-1.234459408362174,0.0023625183932581505,0.004930928715718117,Down,Upstream Promoter (<5kb),Super Enhancer,TRUE,66270
ENSG00000237297,AL713922.1,chr10:135801-136800,5.178677687039264,-1.2349941181748059,3.9327016571322974e-4,0.0011440847296245939,Down,Upstream Promoter (<5kb),Super Enhancer,TRUE,42976
ENSG00000015171,ZMYND11,chr10:135801-136800,5.178677687039264,-1.2349941181748059,3.9327016571322974e-4,0.0011440847296245939,Down,Upstream Promoter (<5kb),Super Enhancer,TRUE,43604
ENSG00000260370,AC215217.1,chr10:135801-136800,5.178677687039264,-1.2349941181748059,3.9327016571322974e-4,0.0011440847296245939,Down,Upstream Promoter (<5kb),Super Enhancer,TRUE,73317
ENSG00000261456,TUBB8,chr10:135801-136800,5.178677687039264,-1.2349941181748059,3.9327016571322974e-4,0.0011440847296245939,Down,Upstream Promoter (<5kb),Super Enhancer,TRUE,15697
ENSG00000232420,IL9RP2,chr10:135801-136800,5.178677687039264,-1.2349941181748059,3.9327016571322974e-4,0.0011440847296245939,Down,Upstream Promoter (<5kb),Super Enhancer,TRUE,3595
ENSG00000276662,AL713922.2,chr10:135801-136800,5.178677687039264,-1.2349941181748059,3.9327016571322974e-4,0.0011440847296245939,Down,Upstream Promoter (<5kb),Super Enhancer,TRUE,56959
ENSG00000212331,RNA5SP297,chr10:135801-136800,5.178677687039264,-1.2349941181748059,3.9327016571322974e-4,0.0011440847296245939,Down,Upstream Promoter (<5kb),Super Enhancer,TRUE,63970
ENSG00000232420,IL9RP2,chr10:152701-153400,4.419088359975347,-0.8086839836788775,0.027759969101960057,0.038072153296583554,Down,Intergenic (>10kb),No Feature,TRUE,20495
ENSG00000237297,AL713922.1,chr10:158301-159000,4.1665859392798,-1.3332835676110095,8.475297532199613e-4,0.002119751045734387,Down,Intergenic (>10kb),Super Enhancer,TRUE,65476
ENSG00000015171,ZMYND11,chr10:158301-159000,4.1665859392798,-1.3332835676110095,8.475297532199613e-4,0.002119751045734387,Down,Intergenic (>10kb),Super Enhancer,TRUE,21404
ENSG00000260370,AC215217.1,chr10:158301-159000,4.1665859392798,-1.3332835676110095,8.475297532199613e-4,0.002119751045734387,Down,Intergenic (>10kb),Super Enhancer,TRUE,95817
ENSG00000261456,TUBB8,chr10:158301-159000,4.1665859392798,-1.3332835676110095,8.475297532199613e-4,0.002119751045734387,Down,Intergenic (>10kb),Super Enhancer,TRUE,38197
ENSG00000232420,IL9RP2,chr10:158301-159000,4.1665859392798,-1.3332835676110095,8.475297532199613e-4,0.002119751045734387,Down,Intergenic (>10kb),Super Enhancer,TRUE,26095
ENSG00000276662,AL713922.2,chr10:158301-159000,4.1665859392798,-1.3332835676110095,8.475297532199613e-4,0.002119751045734387,Down,Intergenic (>10kb),Super Enhancer,TRUE,34759
ENSG00000212331,RNA5SP297,chr10:158301-159000,4.1665859392798,-1.3332835676110095,8.475297532199613e-4,0.002119751045734387,Down,Intergenic (>10kb),Super Enhancer,TRUE,41770
ENSG00000237297,AL713922.1,chr10:172301-173000,4.203466597939809,-1.5756207187696534,6.927668307593606e-5,2.9326002900221393e-4,Down,Intergenic (<10kb),Enhancer,TRUE,79476
ENSG00000015171,ZMYND11,chr10:172301-173000,4.203466597939809,-1.5756207187696534,6.927668307593606e-5,2.9326002900221393e-4,Down,Intergenic (<10kb),Enhancer,TRUE,7404
ENSG00000261456,TUBB8,chr10:172301-173000,4.203466597939809,-1.5756207187696534,6.927668307593606e-5,2.9326002900221393e-4,Down,Intergenic (<10kb),Enhancer,TRUE,52197
ENSG00000232420,IL9RP2,chr10:172301-173000,4.203466597939809,-1.5756207187696534,6.927668307593606e-5,2.9326002900221393e-4,Down,Intergenic (<10kb),Enhancer,TRUE,40095
ENSG00000276662,AL713922.2,chr10:172301-173000,4.203466597939809,-1.5756207187696534,6.927668307593606e-5,2.9326002900221393e-4,Down,Intergenic (<10kb),Enhancer,TRUE,20759
ENSG00000212331,RNA5SP297,chr10:172301-173000,4.203466597939809,-1.5756207187696534,6.927668307593606e-5,2.9326002900221393e-4,Down,Intergenic (<10kb),Enhancer,TRUE,27770
ENSG00000015171,ZMYND11,chr10:180501-181700,5.1791567815792625,-1.0858874865367694,0.001990899177459207,0.004312807867653107,Down,Promoter (-1500/+500bp),Promoter,TRUE,0
ENSG00000015171,ZMYND11,chr10:182701-183200,4.244462777861575,-1.2727672320278731,0.002043338221234465,0.0043985286372309525,Down,Intron,Promoter,FALSE,0
ENSG00000015171,ZMYND11,chr10:384101-385600,6.654259887744449,-1.481247031056767,1.7355703079043706e-7,3.2488350047412784e-6,Down,Intron,Super Enhancer,TRUE,83523
ENSG00000264248,AL603831.1,chr10:384101-385600,6.654259887744449,-1.481247031056767,1.7355703079043706e-7,3.2488350047412784e-6,Down,Intron,Super Enhancer,TRUE,60852
ENSG00000233021,AL669841.1,chr10:384101-385600,6.654259887744449,-1.481247031056767,1.7355703079043706e-7,3.2488350047412784e-6,Down,Intron,Super Enhancer,TRUE,97900
